"Código","DEPARTAMENTO","Provincia","PROVINCIA_LIMPIA","%_Paredes_Ladrillo","%_Techos_Concreto","%_Pisos_Materiales","%_Pisos_Buenos","indice_aritmetico","INDICE_ALGEBRAICO","DEPARTAMENTO_FALLECIMIENTO","RATIO","Region","FUERZA POPULAR","PARTIDO POLITICO NACIONAL PERU LIBRE","ratio_keiko_castillo"
"210","ANCASH","Áncash, provincia: Huari","HUARI",4.08564468567033,2.63686482328305,65.0882516346852,34.9117483653148,13.8780859580894,-1.01125239276033,"ANCASH",0.9113475177,"ANCASH",0.1975,0.8025,0.246105919003115
"211","ANCASH","Áncash, provincia: Huarmey","HUARMEY",35.064427957829,19.9219055056619,63.9828192112456,36.0171807887544,30.3345047507484,1.1420943802129,"ANCASH",1.065693431,"ANCASH",0.5477,0.4523,1.21092195445501
"212","ANCASH","Áncash, provincia: Huaylas","HUAYLAS",11.1947963026361,8.68098009487944,66.8215386120213,33.1784613879787,17.6847459284981,-0.443055717431483,"ANCASH",1.316964286,"ANCASH",0.5147,0.4853,1.06058108386565
"213","ANCASH","Áncash, provincia: Mariscal Luzuriaga","MARISCAL LUZURIAGA",0.354099811884475,0.165984286820848,65.0879716720151,34.9120283279849,11.8107041422301,-1.28907711106749,"ANCASH",1.031578947,"ANCASH",0.1626,0.8374,0.194172438500119
"214","ANCASH","Áncash, provincia: Ocros","OCROS",3.09340881520421,0.889607763849575,51.2131014961585,48.7868985038415,17.5899716942984,-0.877115852391659,"ANCASH",2,"ANCASH",0.5129,0.4871,1.05296653664545
"215","ANCASH","Áncash, provincia: Pallasca","PALLASCA",1.58428991556778,0.455364766151219,60.5824874300351,39.4175125699649,13.8190557505613,-1.13918929919,"ANCASH",1.031914894,"ANCASH",0.2699,0.7301,0.369675386933297
"216","ANCASH","Áncash, provincia: Pomabamba","POMABAMBA",2.10111621799081,1.1724978895038,64.9188631460463,35.0811368539537,12.7849169871494,-1.1638721070156,"ANCASH",1.132231405,"ANCASH",0.2181,0.7819,0.278935925310142
"217","ANCASH","Áncash, provincia: Recuay","RECUAY",5.37906137184116,4.10348977135981,60.3730445246691,39.6269554753309,16.3698355395106,-0.791269116435927,"ANCASH",1.014084507,"ANCASH",0.2671,0.7329,0.364442625187611
"218","ANCASH","Áncash, provincia: Santa","SANTA",52.74027922003,38.2593882135755,62.8380808882916,37.1619191117084,42.720528848438,2.83860794283055,"ANCASH",1.891571554,"ANCASH",0.5114,0.4886,1.04666393778142
"219","ANCASH","Áncash, provincia: Sihuas","SIHUAS",2.46630341267565,1.42433801739795,72.4596118917885,27.5403881082115,10.477009846095,-1.28120763376233,"ANCASH",0.9932432432,"ANCASH",0.2637,0.7363,0.35814206165965
"220","ANCASH","Áncash, provincia: Yungay","YUNGAY",6.05101649405447,4.67970847717683,67.3571154583813,32.6428845416187,14.4578698376167,-0.868503131677839,"ANCASH",1.054852321,"ANCASH",0.3205,0.6795,0.471670345842531
"301","APURIMAC","Apurímac, provincia: Abancay","ABANCAY",29.6303268466009,23.6346095018472,68.1083370590865,31.8916629409135,28.3855330964539,1.05320334945796,"APURIMAC",1.276951673,"APURIMAC",0.2577,0.7423,0.347164219318335
"302","APURIMAC","Apurímac, provincia: Andahuaylas","ANDAHUAYLAS",14.9635464677784,11.5947372831643,64.8152183021872,35.1847816978128,20.5810218162519,-0.101257561650421,"APURIMAC",1.505567929,"APURIMAC",0.1718,0.8282,0.207437816952427
"303","APURIMAC","Apurímac, provincia: Antabamba","ANTABAMBA",1.05225397584599,0.478297261748176,47.4231735023317,52.5768264976683,18.0357925784208,-0.905369480395702,"APURIMAC",1.023255814,"APURIMAC",0.1595,0.8405,0.189767995240928
"304","APURIMAC","Apurímac, provincia: Aymaraes","AYMARAES",4.41710930947722,2.426614481409,47.3972602739726,52.6027397260274,19.8154878389712,-0.669459937497874,"APURIMAC",1.444444444,"APURIMAC",0.2007,0.7993,0.251094707869386
"305","APURIMAC","Apurímac, provincia: Cotabambas","COTABAMBAS",7.44550575557188,3.51212343864805,69.5566985060005,30.4433014939995,13.8003102294065,-0.919983211681747,"APURIMAC",1.290540541,"APURIMAC",0.0884,0.9116,0.0969723562966213
"306","APURIMAC","Apurímac, provincia: Chincheros","CHINCHEROS",4.29524028512302,3.49505633478961,61.4164175672568,38.5835824327432,15.4579596842186,-0.886134050494036,"APURIMAC",1.095652174,"APURIMAC",0.166,0.834,0.199040767386091
"307","APURIMAC","Apurímac, provincia: Grau","GRAU",2.09863588667366,1.13676110528157,61.1927247289262,38.8072752710738,14.0142240876763,-1.09421656136998,"APURIMAC",1.203125,"APURIMAC",0.132,0.868,0.152073732718894
"401","AREQUIPA","Arequipa, provincia: Arequipa","AREQUIPA",61.1184842910606,49.9211991392897,49.3437327699356,50.6562672300644,53.8986502201382,4.05239618901508,"AREQUIPA",1.63694075,"AREQUIPA",0.3705,0.6295,0.58856235107228
"402","AREQUIPA","Arequipa, provincia: Camaná","CAMANA",36.9182324647912,29.4266237586076,53.4551368559466,46.5448631440534,37.6299064558174,1.9299294654976,"AREQUIPA",0.9319727891,"AREQUIPA",0.4077,0.5923,0.688333614722269
"403","AREQUIPA","Arequipa, provincia: Caravelí","CARAVELI",27.4235767037487,19.7485276245676,50.1869683088716,49.8130316911284,32.3283786731482,1.10263409397743,"AREQUIPA",1.707692308,"AREQUIPA",0.5283,0.4717,1.11999152003392
"404","AREQUIPA","Arequipa, provincia: Castilla","CASTILLA",18.9234853970553,14.2650253439537,57.2954380883418,42.7045619116582,25.2976908842224,0.340844540457253,"AREQUIPA",1.29245283,"AREQUIPA",0.2413,0.7587,0.318044022670357
"405","AREQUIPA","Arequipa, provincia: Caylloma","CAYLLOMA",26.4249424466143,13.8961657537509,52.1274906723823,47.8725093276177,29.3978725093276,0.710433986189495,"AREQUIPA",2.934579439,"AREQUIPA",0.1389,0.8611,0.161305307165254
"406","AREQUIPA","Arequipa, provincia: Condesuyos","CONDESUYOS",9.71588916169765,5.78744300245528,55.9686659651584,44.0313340348416,19.8448887329982,-0.447824450960148,"AREQUIPA",1.46,"AREQUIPA",0.18,0.82,0.219512195121951
"407","AREQUIPA","Arequipa, provincia: Islay","ISLAY",41.6058394160584,32.3271062724236,53.0042475978391,46.9957524021609,40.3095660302143,2.27662198124474,"AREQUIPA",1.615384615,"AREQUIPA",0.2875,0.7125,0.403508771929825
"408","AREQUIPA","Arequipa, provincia: La Unión","LA UNION",2.09225498592928,1.44377829438395,51.6211917288633,48.3788082711367,17.3049471838166,-0.893737812731271,"AREQUIPA",1.05,"AREQUIPA",0.1406,0.8594,0.163602513381429
"501","AYACUCHO","Ayacucho, provincia: Huamanga","HUAMANGA",34.8025683178759,32.53926403838,62.4440377596493,37.5559622403507,34.9659315322022,1.84338474545325,"AYACUCHO",1.392288349,"AYACUCHO",0.177,0.823,0.215066828675577
"502","AYACUCHO","Ayacucho, provincia: Cangallo","CANGALLO",2.38897237912629,1.82411773850858,53.0600611494015,46.9399388505985,17.0510096560778,-0.889390864642728,"AYACUCHO",1.159292035,"AYACUCHO",0.1091,0.8909,0.122460433269727
"503","AYACUCHO","Ayacucho, provincia: Huanca Sancos","HUANCA SANCOS",3.12065502858026,3.04341109222926,44.5543024872548,55.4456975127452,20.5365878778516,-0.631574880065608,"AYACUCHO",1.153846154,"AYACUCHO",0.1172,0.8828,0.132759401903036
"504","AYACUCHO","Ayacucho, provincia: Huanta","HUANTA",13.3187598304497,10.492922076191,64.1651782143905,35.8348217856095,19.8821678974167,-0.211900354230249,"AYACUCHO",1.916666667,"AYACUCHO",0.1692,0.8308,0.203659123736158
"505","AYACUCHO","Ayacucho, provincia: La Mar","LA MAR",12.4062112611731,7.74776538135317,65.8608990670059,34.139100932994,18.0976925251734,-0.428155280693915,"AYACUCHO",1.27016129,"AYACUCHO",0.148,0.852,0.173708920187793
"506","AYACUCHO","Ayacucho, provincia: Lucanas","LUCANAS",2.73282991729594,1.80445228988918,56.3041417410349,43.6958582589651,16.0777134887167,-0.939564509680218,"AYACUCHO",1.296610169,"AYACUCHO",0.2722,0.7278,0.374003847210772
"507","AYACUCHO","Ayacucho, provincia: Parinacochas","PARINACOCHAS",3.63525999865111,1.74681324610508,52.0671747487691,47.9328252512309,17.7716328319957,-0.826269931183104,"AYACUCHO",0.7894736842,"AYACUCHO",0.1815,0.8185,0.221747098350641
"508","AYACUCHO","Ayacucho, provincia: Páucar del Sara Sara","PAUCAR DEL SARA SARA",3.18821815827804,1.21378863893834,49.7329664994336,50.2670335005664,18.2230134325943,-0.827456787205898,"AYACUCHO",0.4516129032,"AYACUCHO",0.2701,0.7299,0.370050691875599
"509","AYACUCHO","Ayacucho, provincia: Sucre","SUCRE",1.51193633952255,1.3262599469496,44.2175066312997,55.7824933687003,19.5402298850575,-0.780100355949267,"AYACUCHO",1.432432432,"AYACUCHO",0.2331,0.7669,0.303950971443474
"510","AYACUCHO","Ayacucho, provincia: Víctor Fajardo","VICTOR FAJARDO",1.84008029441285,1.57243225158916,47.8889260622282,52.1110739377718,18.5078621612579,-0.824737445070895,"AYACUCHO",1.2,"AYACUCHO",0.0998,0.9002,0.110864252388358
"511","AYACUCHO","Ayacucho, provincia: Vilcas Huamán","VILCAS HUAMAN",1.50299139063184,1.22574055158325,44.5206478914344,55.4793521085656,19.4026946835936,-0.791709892850962,"AYACUCHO",1.064516129,"AYACUCHO",0.1482,0.8518,0.173984503404555
"601","CAJAMARCA","Cajamarca, provincia: Cajamarca","CAJAMARCA",34.4255281997555,28.9776497293522,62.3851929456958,37.6148070543042,33.6726616611373,1.63747375755658,"CAJAMARCA",1.584880637,"CAJAMARCA",0.41,0.59,0.694915254237288
"602","CAJAMARCA","Cajamarca, provincia: Cajabamba","CAJABAMBA",6.91715542521994,5.29692082111437,72.7859237536657,27.2140762463343,13.1427174975562,-0.90609252800277,"CAJAMARCA",1.113970588,"CAJAMARCA",0.443,0.557,0.795332136445242
"603","CAJAMARCA","Cajamarca, provincia: Celendín","CELENDIN",5.65209707822809,3.19274269557022,67.1389019792648,32.8610980207352,13.9019792648445,-0.960084883306687,"CAJAMARCA",1.252873563,"CAJAMARCA",0.193,0.807,0.239157372986369
"604","CAJAMARCA","Cajamarca, provincia: Chota","CHOTA",12.1600308989668,6.24094756831569,66.6645209050822,33.3354790949178,17.2454858540668,-0.534560788405267,"CAJAMARCA",1.109375,"CAJAMARCA",0.1408,0.8592,0.163873370577281
"605","CAJAMARCA","Cajamarca, provincia: Contumazá","CONTUMAZA",4.84678398058252,2.96571601941748,64.9575242718447,35.0424757281553,14.2849919093851,-0.96153173603381,"CAJAMARCA",1.516666667,"CAJAMARCA",0.3916,0.6084,0.643655489809336
"606","CAJAMARCA","Cajamarca, provincia: Cutervo","CUTERVO",9.45846180570634,6.32952620836409,76.2908759282581,23.7091240717419,13.1657040286041,-0.819440944430443,"CAJAMARCA",0.8791208791,"CAJAMARCA",0.269,0.731,0.367989056087551
"607","CAJAMARCA","Cajamarca, provincia: Hualgayoc","HUALGAYOC",9.42412277434255,6.21321612158236,60.8780948123867,39.1219051876133,18.2530813611794,-0.530546489663729,"CAJAMARCA",0.425,"CAJAMARCA",0.096,0.904,0.106194690265487
"608","CAJAMARCA","Cajamarca, provincia: Jaén","JAEN",28.5304611690953,20.3708026276301,76.2879722564941,23.7120277435059,24.2044305134105,0.676941560955636,"CAJAMARCA",3.426573427,"CAJAMARCA",0.3002,0.6998,0.428979708488139
"609","CAJAMARCA","Cajamarca, provincia: San Ignacio","SAN IGNACIO",7.31873182628271,3.38851890066598,83.2919050745709,16.7080949254291,9.1384485507926,-1.19580001224415,"CAJAMARCA",1.578571429,"CAJAMARCA",0.2111,0.7889,0.267587780453796
"610","CAJAMARCA","Cajamarca, provincia: San Marcos","SAN MARCOS",9.75399442049201,8.14100938371798,72.7111336545777,27.2888663454223,15.0612900498774,-0.641257024589154,"CAJAMARCA",1.067039106,"CAJAMARCA",0.2639,0.7361,0.358511071865236
"611","CAJAMARCA","Cajamarca, provincia: San Miguel","SAN MIGUEL",3.51616766467066,1.24550898203593,71.9712574850299,28.0287425149701,10.9301397205589,-1.2408751693883,"CAJAMARCA",0.9462365591,"CAJAMARCA",0.2892,0.7108,0.40686550365785
"612","CAJAMARCA","Cajamarca, provincia: San Pablo","SAN PABLO",2.63509006004003,1.46764509673115,70.7582832999778,29.2417167000222,11.1148172855978,-1.23961019611904,"CAJAMARCA",0.869047619,"CAJAMARCA",0.2096,0.7904,0.265182186234818
"613","CAJAMARCA","Cajamarca, provincia: Santa Cruz","SANTA CRUZ",3.90358218948778,1.69400736524941,74.6769333779712,25.3230666220288,10.3068853922553,-1.25370808845984,"CAJAMARCA",1.111111111,"CAJAMARCA",0.282,0.718,0.392757660167131
"701","CALLAO","Provincia Constitucional del Callao","CALLAO",64.829837787307,55.5712145945391,53.1226208982072,46.8773791017928,55.7594771612129,4.42854154619504,"CALLAO",2.105207387,"CALLAO",0.6742,0.3258,2.06936771025169
"801","CUSCO","Cusco, provincia: Cusco","CUSCO",44.5121513515238,30.4441803520582,57.0112540577618,42.9887459422382,39.3150258819401,2.21018199111007,"CUSCO",1.245592329,"CUSCO",0.2845,0.7155,0.397624039133473
"802","CUSCO","Cusco, provincia: Acomayo","ACOMAYO",0.848320325755005,0.381744146589752,58.5086528673227,41.4913471326773,14.2404705350074,-1.13173361007817,"CUSCO",0.9772727273,"CUSCO",0.07,0.93,0.0752688172043011
"803","CUSCO","Cusco, provincia: Anta","ANTA",7.91913865084597,4.31114040870138,67.0577894968139,32.9422105031861,15.0574965209111,-0.81041594840792,"CUSCO",1.020833333,"CUSCO",0.1178,0.8822,0.133529811834051
"804","CUSCO","Cusco, provincia: Calca","CALCA",6.57292482784215,3.59572801121603,73.0856459527442,26.9143540472558,12.361002295438,-1.01709960154462,"CUSCO",1.164502165,"CUSCO",0.1241,0.8759,0.141682840506907
"805","CUSCO","Cusco, provincia: Canas","CANAS",0.757743362831858,0.475663716814159,58.0973451327434,41.9026548672566,14.3786873156342,-1.12224861777367,"CUSCO",1.057692308,"CUSCO",0.0436,0.9564,0.0455876202425763
"806","CUSCO","Cusco, provincia: Canchis","CANCHIS",9.40363489090265,6.03705766212727,67.0834809902293,32.9165190097707,16.1190705209335,-0.660235840510692,"CUSCO",1.131372549,"CUSCO",0.0828,0.9172,0.0902747492368077
"807","CUSCO","Cusco, provincia: Chumbivilcas","CHUMBIVILCAS",2.94652252941739,3.93507446028253,65.3783602793456,34.6216397206544,13.8344122367848,-0.990734018765421,"CUSCO",1.051671733,"CUSCO",0.0354,0.9646,0.0366991499066971
"808","CUSCO","Cusco, provincia: Espinar","ESPINAR",10.6972237998196,8.1816055858083,58.7612334213076,41.2387665786924,20.0391986547734,-0.334221003224071,"CUSCO",1.104247104,"CUSCO",0.0779,0.9221,0.0844810758052272
"809","CUSCO","Cusco, provincia: La Convención","LA CONVENCION",11.4682526607137,6.33299284984678,66.0796072358233,33.9203927641767,17.2405460915791,-0.545087396835303,"CUSCO",1.214953271,"CUSCO",0.1544,0.8456,0.182592242194891
"810","CUSCO","Cusco, provincia: Paruro","PARURO",0.961129539848601,0.654928978480905,68.104108190865,31.895891809135,11.1706501091548,-1.29720384604994,"CUSCO",0.84375,"CUSCO",0.0789,0.9211,0.0856584518510477
"811","CUSCO","Cusco, provincia: Paucartambo","PAUCARTAMBO",2.10360877712628,0.791875717826271,71.8188962098773,28.1811037901227,10.3588627616917,-1.31708497186189,"CUSCO",1.188811189,"CUSCO",0.0752,0.9248,0.0813148788927336
"812","CUSCO","Cusco, provincia: Quispicanchi","QUISPICANCHI",6.12409107164144,3.46286804148289,68.6881630706878,31.3118369293122,13.6329320141455,-0.957038924955091,"CUSCO",0.9677419355,"CUSCO",0.102,0.898,0.11358574610245
"813","CUSCO","Cusco, provincia: Urubamba","URUBAMBA",11.5113326436565,6.550362080316,68.6588921282799,31.3411078717201,16.4676008652309,-0.58129491414634,"CUSCO",1.215517241,"CUSCO",0.1344,0.8656,0.155268022181146
"901","HUANCAVELICA","Huancavelica, provincia: Huancavelica","HUANCAVELICA",16.4191190993482,15.1214694844954,60.0414773849496,39.9585226150504,23.833037066298,0.237446484105743,"HUANCAVELICA",1.383244207,"HUANCAVELICA",0.1186,0.8814,0.134558656682551
"902","HUANCAVELICA","Huancavelica, provincia: Acobamba","ACOBAMBA",2.11336190105181,1.71893260615504,54.2802882742501,45.7197117257499,16.5173354109856,-0.929207908106292,"HUANCAVELICA",1.129943503,"HUANCAVELICA",0.1288,0.8712,0.147842056932966
"903","HUANCAVELICA","Huancavelica, provincia: Angaraes","ANGARAES",7.301742967949,6.30767173360674,61.3159185129051,38.6840814870949,17.4311653962169,-0.615943342728501,"HUANCAVELICA",1.658682635,"HUANCAVELICA",0.1122,0.8878,0.12637981527371
"904","HUANCAVELICA","Huancavelica, provincia: Castrovirreyna","CASTROVIRREYNA",2.15501629844259,1.2676566461427,45.7986236870699,54.2013763129301,19.2080164191718,-0.78881464712334,"HUANCAVELICA",0.9444444444,"HUANCAVELICA",0.3235,0.6765,0.47819660014782
"905","HUANCAVELICA","Huancavelica, provincia: Churcampa","CHURCAMPA",2.61464199517297,2.0342489369038,55.2120445925756,44.7879554074244,16.4789487798337,-0.91070793694801,"HUANCAVELICA",1,"HUANCAVELICA",0.1579,0.8421,0.187507421921387
"906","HUANCAVELICA","Huancavelica, provincia: Huaytará","HUAYTARA",2.6830450945531,2.10117989332471,51.4465815419428,48.5534184580572,17.7792144819783,-0.832006675112064,"HUANCAVELICA",1.436363636,"HUANCAVELICA",0.3255,0.6745,0.482579688658265
"907","HUANCAVELICA","Huancavelica, provincia: Tayacaja","TAYACAJA",2.88328519767978,2.25711720020387,58.4836055627017,41.5163944372983,15.5522656117273,-0.951212997301312,"HUANCAVELICA",1.111386139,"HUANCAVELICA",0.1578,0.8422,0.187366421277606
"1001","HUANUCO","Huánuco, provincia: Huánuco","HUANUCO",31.9300038585477,28.7576519172811,64.4460898311625,35.5539101688375,32.0805219815554,1.48942968832643,"HUANUCO",1.466135458,"HUANUCO",0.3605,0.6395,0.563721657544957
"1002","HUANUCO","Huánuco, provincia: Ambo","AMBO",11.5154224407689,8.71703173893608,62.3379526151095,37.6620473848905,19.2981671881985,-0.342453860126412,"HUANUCO",1.375886525,"HUANUCO",0.3233,0.6767,0.477759716270135
"1003","HUANUCO","Huánuco, provincia: Dos De Mayo","DOS DE MAYO",2.39806496199032,1.40290255701451,65.4250172771251,34.5749827228749,12.7919834139599,-1.14967499459469,"HUANUCO",0.918699187,"HUANUCO",0.1928,0.8072,0.238850346878097
"1004","HUANUCO","Huánuco, provincia: Huacaybamba","HUACAYBAMBA",0.313479623824451,0.243817485196795,71.8739115290839,28.1260884709161,9.56112852664577,-1.41698843951893,"HUANUCO",1.431372549,"HUANUCO",0.168,0.832,0.201923076923077
"1005","HUANUCO","Huánuco, provincia: Huamalíes","HUAMALIES",3.65757042253521,0.950704225352113,64.6654929577465,35.3345070422535,13.3142605633803,-1.11079070099911,"HUANUCO",1.139664804,"HUANUCO",0.1733,0.8267,0.20962864400629
"1006","HUANUCO","Huánuco, provincia: Leoncio Prado","LEONCIO PRADO",43.2462107650078,19.0070414130564,70.9153836973386,29.0846163026614,30.4459561602419,1.27570210818243,"HUANUCO",1.777777778,"HUANUCO",0.4564,0.5436,0.839587932303164
"1007","HUANUCO","Huánuco, provincia: Marañón","MARANON",4.00485436893204,0.66747572815534,71.5412621359223,28.4587378640777,11.0436893203883,-1.24493980852529,"HUANUCO",1.27027027,"HUANUCO",0.3075,0.6925,0.444043321299639
"1008","HUANUCO","Huánuco, provincia: Pachitea","PACHITEA",6.72757475083057,2.90143964562569,73.1727574750831,26.8272425249169,12.1520856404577,-1.05031252001422,"HUANUCO",1.3,"HUANUCO",0.1824,0.8176,0.223091976516634
"1009","HUANUCO","Huánuco, provincia: Puerto Inca","PUERTO INCA",5.55601902060566,1.08450821723534,72.0697422207391,27.9302577792609,11.5235950057006,-1.17258325335782,"HUANUCO",1.4375,"HUANUCO",0.3839,0.6161,0.62311313098523
"1010","HUANUCO","Huánuco, provincia: Lauricocha","LAURICOCHA",0.786443216927254,0.411946446961895,51.1000842617732,48.8999157382268,16.6994351340386,-0.989970141893854,"HUANUCO",1.371428571,"HUANUCO",0.1435,0.8565,0.167542323409224
"1011","HUANUCO","Huánuco, provincia: Yarowilca","YAROWILCA",0.578466131740996,0.33588356036574,59.6006717671207,40.3993282328793,13.7712259749953,-1.16565583268499,"HUANUCO",1.228915663,"HUANUCO",0.0922,0.9078,0.101564221194096
"1101","ICA","Ica, provincia: Ica","ICA",54.1186631618475,46.7262485918137,56.1825009387908,43.8174990612092,48.2208036049568,3.47748300770766,"ICA",1.535743298,"ICA",0.5298,0.4702,1.12675457252233
"1102","ICA","Ica, provincia: Chincha","CHINCHA",50.8531698643951,34.2143672212934,61.8302682907412,38.1697317092588,41.0790895983158,2.56643220316454,"ICA",2.171259843,"ICA",0.5322,0.4678,1.13766566908935
"1103","ICA","Ica, provincia: Nazca","NAZCA",38.0241008758308,30.6012795825828,49.9813653021927,50.0186346978073,39.5480050520736,2.10299990483275,"ICA",1.521428571,NA,NA,NA,NA
"1104","ICA","Ica, provincia: Palpa","PALPA",30.4694291509707,24.5436105476673,53.9119095914228,46.0880904085772,33.7003767024051,1.40788182411783,"ICA",1.137931034,"ICA",0.4985,0.5015,0.994017946161516
"1105","ICA","Ica, provincia: Pisco","PISCO",53.9111849010515,39.8980935478331,60.4034274155073,39.5965725844927,44.4686170111258,3.01927945598513,"ICA",1.75743349,"ICA",0.5103,0.4897,1.04206657137023
"1201","JUNIN","Junín, provincia: Huancayo","HUANCAYO",52.804101469616,45.5418556366209,61.8653799311009,38.1346200688991,45.4935257250453,3.25331734372298,"JUNIN",1.367634125,"JUNIN",0.3979,0.6021,0.660853678790899
"1202","JUNIN","Junín, provincia: Concepción","CONCEPCION",16.9590643274854,12.2988349426538,66.5170678634571,33.4829321365429,20.913610468894,-0.0187772848633034,"JUNIN",2.191919192,"JUNIN",0.4319,0.5681,0.760253476500616
"1203","JUNIN","Junín, provincia: Chanchamayo","CHANCHAMAYO",45.3668920611069,16.8938499517012,70.4196629816465,29.5803370183535,30.6136930103872,1.25305901287978,"JUNIN",1.475040258,"JUNIN",0.4659,0.5341,0.872308556450103
